InvoiceNo,SKU,Quantity,InvoiceDate,Country
558293,20996,24,10/07/2021,13656_USA
558328,23077,20,10/07/2021,15146_USA
558355,20996,2,10/07/2021,13614_USA
558375,23236C,6,10/07/2021,13418_USA
558388,22693,24,11/07/2021,NA_USA
558419,23236C,6,11/07/2021,17702_USA
558441,20996,1,11/07/2021,14606_USA
558475,84559A,8,11/07/2021,NA_USA
558475,85131B,5,11/07/2021,NA_USA
558480,21577,6,12/07/2021,15271_USA
558534,20996,24,12/07/2021,13988_USA
558614,22693,3,12/07/2021,NA_USA
558614,22663,15,12/07/2021,NA_USA
558682,22663,1,13/07/2021,NA_USA
558699,23242,6,13/07/2021,12494_USA
558751,22141,1,15/07/2021,16009_USA
558759,22693,24,15/07/2021,13148_USA
558887,23175,4,16/07/2021,18265_USA
558888,22081,1,16/07/2021,14056_USA
558892,37340,48,16/07/2021,17581_USA
558904,21781,2,16/07/2021,NA_USA
559011,22089,6,17/07/2021,17049_USA
559018,21259,1,17/07/2021,18203_USA
559025,22089,5,17/07/2021,16338_USA
559043,21672,10,17/07/2021,NA_USA
559051,84536B,4,17/07/2021,NA_USA
559051,21781,1,17/07/2021,NA_USA
559051,22089,3,17/07/2021,NA_USA
559052,37340,18,17/07/2021,NA_USA
559052,21577,8,17/07/2021,NA_USA
559055,21232,1,17/07/2021,NA_USA
559068,20932,1,18/07/2021,17841_USA
559095,20996,24,18/07/2021,13198_USA
559095,20719,10,18/07/2021,13198_USA
559097,21380,6,18/07/2021,17562_USA
559107,20719,5,18/07/2021,15334_USA
559109,22231,1,18/07/2021,15021_USA
559163,84673B,1,18/07/2021,NA_USA
559163,23236C,1,18/07/2021,NA_USA
559173,22089,6,19/07/2021,12540_USA
559200,21232,8,19/07/2021,13291_USA
559202,37340,48,19/07/2021,13583_USA
559331,23077,20,19/07/2021,16156_USA
559331,23242,12,19/07/2021,16156_USA
559337,20719,2,19/07/2021,NA_USA
559338,21135,8,19/07/2021,NA_USA
559366,23242,6,20/07/2021,13102_USA
559421,21380,6,20/07/2021,12648_USA
559471,22677,10,20/07/2021,17512_USA
559496,21272,1,20/07/2021,NA_USA
559521,22260,1,20/07/2021,NA_USA
559529,23077,60,22/07/2021,14808_USA
559607,84997A,4,23/07/2021,12681_USA
559672,21340,1,23/07/2021,14796_USA
559693,84536B,3,23/07/2021,NA_USA
559693,23175,1,23/07/2021,NA_USA
559693,21577,5,23/07/2021,NA_USA
559698,23077,40,23/07/2021,17589_USA
559783,22089,6,24/07/2021,13069_USA
559816,84673B,1,24/07/2021,NA_USA
559816,20996,2,24/07/2021,NA_USA
559893,23077,20,25/07/2021,14498_USA
559921,20996,1,25/07/2021,13667_USA
559921,20996,1,25/07/2021,13667_USA
559921,22637,1,25/07/2021,13667_USA
559923,85131B,5,25/07/2021,NA_USA
559930,23175,12,26/07/2021,17738_USA
559948,20719,10,26/07/2021,12653_USA
560078,21232,12,26/07/2021,16040_USA
560093,23236C,6,26/07/2021,14461_USA
560105,21232,5,26/07/2021,16794_USA
560201,21672,12,27/07/2021,17061_USA
560225,22081,1,27/07/2021,NA_USA
560225,21135,8,27/07/2021,NA_USA
560225,21259,1,27/07/2021,NA_USA
560234,23175,6,29/07/2021,16180_USA
560239,21340,1,29/07/2021,13507_USA
560249,23077,20,29/07/2021,17571_USA
560259,23077,20,29/07/2021,13654_USA
560261,23009,1,29/07/2021,12841_USA
560266,22795,12,29/07/2021,17389_USA
560293,21672,1,30/07/2021,NA_USA
560360,23323,18,30/07/2021,12744_USA
560393,22231,2,30/07/2021,14808_USA
560393,22663,1,30/07/2021,14808_USA
560433,21672,2,30/07/2021,NA_USA
560434,20996,1,30/07/2021,NA_USA
560434,17038,1,30/07/2021,NA_USA
560434,21577,15,30/07/2021,NA_USA
560434,21232,2,30/07/2021,NA_USA
560434,21135,8,30/07/2021,NA_USA
560445,23236C,48,31/07/2021,14156_USA
560451,21232,12,31/07/2021,14911_USA
560527,23242,6,31/07/2021,15727_USA
560590,23175,4,31/07/2021,12560_USA
560711,22677,2,01/08/2021,17841_USA
560732,22619,2,01/08/2021,14056_USA
560772,90160B,1,01/08/2021,NA_USA
560772,90114,1,01/08/2021,NA_USA
560772,20719,7,01/08/2021,NA_USA
560773,85131B,1,01/08/2021,NA_USA
560773,22663,4,01/08/2021,NA_USA
560777,84997a,2,02/08/2021,NA_USA
560779,21272,1,02/08/2021,NA_USA
560805,22081,10,02/08/2021,14259_USA
560862,21272,4,02/08/2021,14085_USA
560882,22794,2,02/08/2021,17213_USA
560893,22693,24,02/08/2021,13804_USA
560926,84673B,2,03/08/2021,NA_USA
560977,23236C,6,03/08/2021,16839_USA
560996,22795,1,03/08/2021,17625_USA
560996,21380,3,03/08/2021,17625_USA
561020,21364,1,03/08/2021,13563_USA
561031,20719,100,05/08/2021,13461_USA
561036,21672,4,05/08/2021,13137_USA
561081,23345,1,05/08/2021,13230_USA
561094,20719,10,06/08/2021,12474_USA
561095,21340,1,06/08/2021,17040_USA
561209,22663,1,06/08/2021,NA_USA
561371,20719,2,07/08/2021,NA_USA
561485,22677,1,08/08/2021,17841_USA
561485,46000R,1,08/08/2021,17841_USA
561488,21115,2,08/08/2021,16609_USA
561513,22795,2,08/08/2021,NA_USA
561597,22795,4,09/08/2021,12853_USA
561614,23345,12,09/08/2021,13871_USA
561627,21115,4,09/08/2021,12453_USA
561650,22081,10,09/08/2021,15329_USA
561651,85131B,1,09/08/2021,NA_USA
561651,84536B,2,09/08/2021,NA_USA
561661,84559A,1,09/08/2021,12743_USA
561676,22795,2,09/08/2021,13468_USA
561798,21259,6,10/08/2021,14911_USA
561857,20719,10,10/08/2021,13004_USA
561868,22663,2,12/08/2021,16813_USA
562032,23175,4,14/08/2021,12347_USA
562032,20719,10,14/08/2021,12347_USA
562043,22619,4,14/08/2021,15342_USA
562046,21672,12,14/08/2021,12378_USA
562102,20719,30,14/08/2021,13089_USA
562112,23236C,6,14/08/2021,18236_USA
562114,84997A,1,14/08/2021,NA_USA
562129,22637,4,15/08/2021,13186_USA
562205,46000M,2,15/08/2021,18055_USA
562210,22619,4,15/08/2021,13486_USA
562219,22619,4,15/08/2021,15089_USA
562273,21115,2,16/08/2021,12502_USA
562341,23345,2,16/08/2021,15005_USA
562377,20996,6,16/08/2021,14535_USA
562449,21380,2,16/08/2021,14562_USA
562450,22637,4,17/08/2021,12562_USA
562450,20719,10,17/08/2021,12562_USA
562525,22089,6,17/08/2021,18282_USA
562553,23345,1,17/08/2021,NA_USA
562560,23077,20,17/08/2021,14156_USA
562560,22663,3,17/08/2021,14156_USA
562575,21577,6,19/08/2021,15411_USA
562727,22693,24,21/08/2021,15601_USA
562772,21259,1,21/08/2021,13097_USA
562776,22637,4,21/08/2021,14180_USA
562804,21259,2,21/08/2021,13355_USA
562843,90177A,1,21/08/2021,NA_USA
562846,20719,47,22/08/2021,NA_USA
562879,21672,36,22/08/2021,15640_USA
562928,22619,10,22/08/2021,15494_USA
562933,90018A,1,22/08/2021,NA_USA
562933,46776B,1,22/08/2021,NA_USA
562951,21340,1,23/08/2021,14462_USA
562955,22619,1,23/08/2021,NA_USA
563017,20719,10,23/08/2021,13198_USA
563020,22663,10,23/08/2021,12428_USA
563036,22693,24,23/08/2021,14868_USA
563062,22619,6,23/08/2021,17811_USA
563076,22795,16,23/08/2021,14646_USA
563100,21115,2,24/08/2021,12381_USA
563161,20719,10,24/08/2021,14790_USA
563195,21340,1,24/08/2021,NA_USA
563205,23242,2,26/08/2021,14040_USA
563251,21259,16,27/08/2021,12919_USA
563257,21232,12,27/08/2021,13799_USA
563350,23077,3,27/08/2021,14498_USA
563404,23345,48,28/08/2021,16303_USA
563477,22663,2,28/08/2021,17097_USA
563538,21380,1,29/08/2021,17841_USA
563547,21628,2,29/08/2021,NA_USA
563549,37340,18,29/08/2021,NA_USA
563557,21672,24,29/08/2021,15786_USA
563564,21135,16,29/08/2021,16633_USA
563614,23345,200,30/08/2021,12415_USA
563619,20719,10,30/08/2021,12839_USA
563714,37340,48,30/08/2021,14565_USA
563721,20719,30,30/08/2021,15232_USA
563750,84536B,32,31/08/2021,16122_USA
563776,20719,10,31/08/2021,12600_USA
563841,22619,12,31/08/2021,17402_USA
563909,22231,2,02/09/2021,15701_USA
563909,22089,3,02/09/2021,15701_USA
563953,20719,10,03/09/2021,16201_USA
564016,23323,6,03/09/2021,15712_USA
564061,23240,3,03/09/2021,14505_USA
564144,17084N,25,04/09/2021,13939_USA
564182,23077,40,04/09/2021,17242_USA
564187,23345,2,04/09/2021,15005_USA
564199,23240,1,04/09/2021,13263_USA
564256,23242,1,05/09/2021,14796_USA
564346,23323,5,05/09/2021,15727_USA
564353,23077,20,05/09/2021,15764_USA
564375,22677,10,06/09/2021,13078_USA
564437,20719,10,06/09/2021,13320_USA
564440,21135,8,06/09/2021,13928_USA
564539,20719,10,06/09/2021,12715_USA
564544,21098,12,06/09/2021,15663_USA
564626,22637,12,07/09/2021,18167_USA
564722,82486,2,09/09/2021,16456_USA
564729,23323,1,09/09/2021,13137_USA
564740,23240,1,09/09/2021,14044_USA
564743,82486,1,09/09/2021,14606_USA
564744,22693,24,09/09/2021,13778_USA
564753,21232,12,11/09/2021,13709_USA
564754,22677,2,11/09/2021,NA_USA
564815,23175,1,11/09/2021,12748_USA
564816,21135,2,11/09/2021,14901_USA
564817,90114,1,11/09/2021,NA_USA
564825,17084N,1,11/09/2021,NA_USA
564843,21135,1,11/09/2021,15866_USA
564843,21135,1,11/09/2021,15866_USA
564853,20719,10,12/09/2021,12423_USA
564857,84997a,1,12/09/2021,NA_USA
565117,23240,12,13/09/2021,13089_USA
565141,22677,1,13/09/2021,17841_USA
565145,23077,200,13/09/2021,12415_USA
565150,22932,6,13/09/2021,14298_USA
565150,23323,30,13/09/2021,14298_USA
565220,22794,2,13/09/2021,13437_USA
565331,21098,2,14/09/2021,16674_USA
565388,22677,4,14/09/2021,14415_USA
565396,82486,2,14/09/2021,NA_USA
565410,22795,16,16/09/2021,14691_USA
565424,22795,2,16/09/2021,15215_USA
565434,20719,3,16/09/2021,12867_USA
565455,21340,1,16/09/2021,NA_USA
565473,82486,2,17/09/2021,16717_USA
565542,23194,8,17/09/2021,16820_USA
565585,20719,10,17/09/2021,16172_USA
565594,22663,10,17/09/2021,13510_USA
565595,22089,6,17/09/2021,13192_USA
565598,23236C,6,17/09/2021,14842_USA
565649,22260,3,17/09/2021,16712_USA
565670,22637,4,18/09/2021,14944_USA
565682,21232,4,18/09/2021,14796_USA
565734,22795,2,18/09/2021,17191_USA
565738,22663,20,18/09/2021,14667_USA
565750,82486,2,18/09/2021,14208_USA
565765,23240,6,18/09/2021,12526_USA
565767,21672,1,18/09/2021,NA_USA
565841,20719,1,19/09/2021,NA_USA
565842,22141,12,19/09/2021,13808_USA
565847,22663,4,19/09/2021,NA_USA
565857,21672,12,19/09/2021,14911_USA
565859,22089,6,19/09/2021,16818_USA
565917,84536B,1,19/09/2021,NA_USA
565932,23323,1,20/09/2021,16418_USA
565994,23175,1,20/09/2021,13244_USA
566079,21232,12,21/09/2021,17593_USA
566179,20719,10,21/09/2021,NA_USA
566189,22693,24,21/09/2021,17800_USA
566193,23175,4,21/09/2021,14961_USA
566195,23240,6,21/09/2021,12433_USA
566195,21672,12,21/09/2021,12433_USA
566239,22633,12,23/09/2021,14665_USA
566268,23240,6,23/09/2021,13813_USA
566271,22619,4,23/09/2021,14250_USA
566279,22637,4,23/09/2021,14432_USA
566290,23175,1,23/09/2021,14456_USA
566431,23376,24,24/09/2021,18180_USA
566451,23424,2,24/09/2021,18069_USA
566487,21380,12,25/09/2021,16422_USA
566488,23175,4,25/09/2021,12940_USA
566489,21672,12,25/09/2021,16814_USA
566557,23077,200,25/09/2021,14646_USA
566559,22633,12,25/09/2021,18044_USA
566583,23424,4,25/09/2021,15343_USA
566583,21259,2,25/09/2021,15343_USA
566585,84997A,4,25/09/2021,16409_USA
566585,23240,6,25/09/2021,16409_USA
566597,23240,12,25/09/2021,14194_USA
566603,85131B,1,25/09/2021,NA_USA
566720,21331,1,26/09/2021,13634_USA
566730,20996,1,26/09/2021,14606_USA
566757,23435,2,26/09/2021,NA_USA
566787,22677,2,27/09/2021,NA_USA
566926,22619,24,27/09/2021,17402_USA
566952,17084N,1,27/09/2021,NA_USA
566952,21115,1,27/09/2021,NA_USA
566952,21380,1,27/09/2021,NA_USA
566967,22141,6,27/09/2021,16746_USA
566975,22663,10,28/09/2021,13599_USA
566979,23376,24,28/09/2021,13141_USA
566984,23424,4,28/09/2021,12471_USA
566985,22141,1,28/09/2021,NA_USA
566985,22677,1,28/09/2021,NA_USA
567043,21232,4,28/09/2021,13268_USA
567066,22677,10,28/09/2021,13418_USA
567134,21672,12,28/09/2021,12600_USA
567148,22663,20,28/09/2021,18225_USA
567156,16054,2,28/09/2021,14462_USA
567157,23175,24,28/09/2021,12748_USA
567178,82486,2,30/09/2021,17858_USA
567182,22633,24,30/09/2021,13334_USA
567183,23376,12,30/09/2021,14769_USA
567185,20719,3,30/09/2021,16370_USA
567197,21098,12,01/10/2021,14934_USA
567213,22633,3,01/10/2021,14684_USA
567290,23345,400,01/10/2021,14646_USA
567290,23424,24,01/10/2021,14646_USA
567290,23240,96,01/10/2021,14646_USA
567339,23240,6,01/10/2021,14146_USA
567378,23345,12,02/10/2021,14911_USA
567378,22637,4,02/10/2021,14911_USA
567462,22141,1,02/10/2021,14446_USA
567473,23077,20,02/10/2021,17841_USA
567507,22677,1,02/10/2021,NA_USA
567507,22089,1,02/10/2021,NA_USA
567533,22141,6,03/10/2021,17651_USA
567618,22663,10,03/10/2021,12721_USA
567656,85131B,29,03/10/2021,14096_USA
567664,23240,6,03/10/2021,14780_USA
567665,22795,1,03/10/2021,NA_USA
567665,20719,1,03/10/2021,NA_USA
567667,46776B,7,03/10/2021,NA_USA
567668,21232,1,03/10/2021,NA_USA
567670,23240,1,03/10/2021,NA_USA
567671,22081,1,03/10/2021,NA_USA
567672,23323,5,03/10/2021,16085_USA
567673,23323,1,03/10/2021,NA_USA
567675,23323,7,03/10/2021,15351_USA
567679,21340,1,03/10/2021,14606_USA
567709,22081,10,04/10/2021,15239_USA
567817,22663,3,04/10/2021,15005_USA
567821,22633,3,04/10/2021,14659_USA
567846,22637,4,04/10/2021,13486_USA
567873,22795,2,04/10/2021,13055_USA
567881,46000M,6,04/10/2021,15640_USA
567882,23376,24,04/10/2021,12906_USA
567883,23175,6,04/10/2021,12906_USA
567890,23077,20,04/10/2021,14125_USA
567892,22633,12,04/10/2021,15394_USA
567901,84559A,1,04/10/2021,NA_USA
567901,22260,1,04/10/2021,NA_USA
567911,23435,10,04/10/2021,14854_USA
567929,23077,40,04/10/2021,12425_USA
567935,23242,6,04/10/2021,13320_USA
567962,22633,96,05/10/2021,15838_USA
567975,21672,24,05/10/2021,17416_USA
567980,21380,2,05/10/2021,15311_USA
567981,21232,13,05/10/2021,NA_USA
567981,20719,21,05/10/2021,NA_USA
568056,23242,6,05/10/2021,12705_USA
568060,21135,6,05/10/2021,14546_USA
568063,22141,6,05/10/2021,15981_USA
568104,21340,2,05/10/2021,16485_USA
568141,22141,1,07/10/2021,16326_USA
568147,82486,4,07/10/2021,15044_USA
568156,21098,1,07/10/2021,14367_USA
568165,82486,4,07/10/2021,17131_USA
568187,23175,4,07/10/2021,13408_USA
568191,22141,6,07/10/2021,16655_USA
568193,23376,8,07/10/2021,17107_USA
568200,46000M,16,07/10/2021,16198_USA
568210,23240,6,07/10/2021,17159_USA
568228,21259,2,08/10/2021,15358_USA
568311,46000M,4,08/10/2021,17287_USA
568321,22619,4,08/10/2021,13639_USA
568346,20996,1,08/10/2021,14096_USA
568408,20719,25,09/10/2021,NA_USA
568411,84997a,5,09/10/2021,NA_USA
568428,21259,2,09/10/2021,14419_USA
568517,22633,1,09/10/2021,14456_USA
568517,23323,1,09/10/2021,14456_USA
568539,22932,6,09/10/2021,13016_USA
568556,21340,1,09/10/2021,15827_USA
568567,46000M,140,09/10/2021,NA_USA
568651,23175,4,10/10/2021,12362_USA
568657,22089,2,10/10/2021,16460_USA
568671,23242,6,10/10/2021,13139_USA
568703,23077,40,10/10/2021,12748_USA
568703,23240,1,10/10/2021,12748_USA
568716,37340,6,10/10/2021,NA_USA
568719,85131B,2,10/10/2021,NA_USA
568721,22795,1,10/10/2021,NA_USA
568788,46000M,2,11/10/2021,17894_USA
568800,22633,12,11/10/2021,14868_USA
568883,23424,4,11/10/2021,18198_USA
568894,23240,4,11/10/2021,17528_USA
568910,22633,12,11/10/2021,16574_USA
568949,23240,1,11/10/2021,NA_USA
569010,22795,48,12/10/2021,14156_USA
569077,16054,36,12/10/2021,13092_USA
569097,10125,150,12/10/2021,12731_USA
569103,23424,4,12/10/2021,16133_USA
569134,46000M,12,12/10/2021,15411_USA
569137,22637,2,12/10/2021,NA_USA
569140,22633,12,12/10/2021,14503_USA
569202,21672,2,12/10/2021,NA_USA
569202,46776B,1,12/10/2021,NA_USA
569215,20719,6,14/10/2021,13571_USA
569220,20719,1,14/10/2021,16007_USA
569243,23424,4,15/10/2021,13344_USA
569246,84926F,1,15/10/2021,14096_USA
569336,22619,4,15/10/2021,15088_USA
569363,23345,12,15/10/2021,13297_USA
569372,23435,1,15/10/2021,NA_USA
569374,23175,1,15/10/2021,NA_USA
569401,22633,12,16/10/2021,15111_USA
569414,20719,50,16/10/2021,NA_USA
569415,22663,4,16/10/2021,NA_USA
569460,23242,12,16/10/2021,13895_USA
569461,22619,4,16/10/2021,16556_USA
569527,21672,1,16/10/2021,12512_USA
569527,21380,2,16/10/2021,12512_USA
569536,23240,6,16/10/2021,13269_USA
569544,23376,4,16/10/2021,NA_USA
569555,23240,6,17/10/2021,17728_USA
569555,22795,2,17/10/2021,17728_USA
569581,23323,6,17/10/2021,15081_USA
569643,85135C,2,17/10/2021,15730_USA
569650,23175,24,17/10/2021,12415_USA
569675,22633,12,17/10/2021,15687_USA
569700,23345,1,17/10/2021,NA_USA
569700,22663,1,17/10/2021,NA_USA
569732,22141,6,18/10/2021,13177_USA
569832,21232,12,18/10/2021,15315_USA
569833,21115,4,18/10/2021,15306_USA
569843,22141,3,18/10/2021,14449_USA
569846,23236C,6,18/10/2021,13422_USA
569866,22693,24,18/10/2021,12757_USA
569897,10125,3,18/10/2021,17813_USA
569897,23242,1,18/10/2021,17813_USA
569897,21135,8,18/10/2021,17813_USA
569898,21232,1,18/10/2021,NA_USA
569910,22633,12,18/10/2021,17139_USA
570016,21380,6,19/10/2021,14911_USA
570103,20996,3,19/10/2021,15719_USA
570116,23323,3,19/10/2021,12856_USA
570168,23077,20,19/10/2021,17596_USA
570187,23435,1,19/10/2021,NA_USA
570187,22633,1,19/10/2021,NA_USA
570187,23376,2,19/10/2021,NA_USA
570187,22619,1,19/10/2021,NA_USA
570215,22141,4,21/10/2021,16066_USA
570225,21232,2,21/10/2021,16595_USA
570237,21259,1,21/10/2021,13212_USA
570258,84997a,4,22/10/2021,NA_USA
570258,22663,1,22/10/2021,NA_USA
570271,23077,20,22/10/2021,13756_USA
570282,23424,8,22/10/2021,13473_USA
570284,23240,4,22/10/2021,14419_USA
570405,22633,12,22/10/2021,13429_USA
570442,21380,1,22/10/2021,16549_USA
570444,21380,4,22/10/2021,17284_USA
570446,23240,6,22/10/2021,12431_USA
570455,22231,1,22/10/2021,14529_USA
570465,22619,3,22/10/2021,NA_USA
570472,21232,2,22/10/2021,NA_USA
570482,23077,20,22/10/2021,17459_USA
570482,22633,1,22/10/2021,17459_USA
570488,85034B,1,22/10/2021,14096_USA
570514,82486,6,23/10/2021,13089_USA
570592,21672,1,23/10/2021,NA_USA
570593,23435,10,23/10/2021,18180_USA
570637,20719,20,23/10/2021,12530_USA
570665,21098,5,23/10/2021,16120_USA
570671,23240,6,23/10/2021,16171_USA
570672,23424,4,23/10/2021,12536_USA
570677,23009,2,23/10/2021,12836_USA
570682,22141,12,23/10/2021,12948_USA
570688,22663,1,23/10/2021,NA_USA
570688,23175,2,23/10/2021,NA_USA
570688,22619,5,23/10/2021,NA_USA
570688,23242,3,23/10/2021,NA_USA
570719,84559A,2,24/10/2021,17913_USA
570720,22693,24,24/10/2021,17934_USA
570839,20996,24,24/10/2021,14911_USA
570840,82486,2,24/10/2021,13468_USA
570871,21232,2,24/10/2021,NA_USA
570872,22619,1,24/10/2021,NA_USA
570883,23077,20,25/10/2021,13477_USA
570964,22141,12,25/10/2021,12766_USA
571035,21340,3,25/10/2021,12446_USA
571039,22633,4,25/10/2021,16121_USA
571047,23376,24,25/10/2021,16042_USA
571065,21672,24,25/10/2021,12613_USA
571081,46000M,4,25/10/2021,16775_USA
571082,20719,4,25/10/2021,NA_USA
571082,46776B,1,25/10/2021,NA_USA
571098,21672,8,25/10/2021,17841_USA
571105,85034B,1,25/10/2021,17614_USA
571201,22141,12,26/10/2021,14937_USA
571212,21340,1,26/10/2021,12856_USA
571227,21672,12,26/10/2021,12477_USA
571250,22637,36,26/10/2021,17892_USA
571282,23240,1,28/10/2021,15545_USA
571292,22663,10,28/10/2021,15311_USA
571304,20719,10,29/10/2021,12526_USA
571323,20719,10,29/10/2021,13534_USA
571328,21577,6,29/10/2021,12473_USA
571477,23077,20,29/10/2021,12794_USA
571508,22081,1,29/10/2021,NA_USA
571544,22141,6,29/10/2021,17757_USA
571562,22795,16,30/10/2021,14156_USA
571565,22141,6,30/10/2021,12720_USA
571653,90057,24,30/10/2021,14298_USA
571666,21380,18,30/10/2021,16422_USA
571693,22693,48,30/10/2021,14776_USA
571705,22141,6,30/10/2021,12360_USA
571706,85034B,24,30/10/2021,15144_USA
571713,22663,1,30/10/2021,NA_USA
571713,23175,2,30/10/2021,NA_USA
571716,85131B,2,30/10/2021,NA_USA
571740,22693,24,31/10/2021,17973_USA
571747,22141,6,31/10/2021,13849_USA
571779,22141,4,31/10/2021,12748_USA
571848,22794,2,31/10/2021,13576_USA
571883,22141,2,31/10/2021,14704_USA
571909,16054,2,31/10/2021,15006_USA
571923,23240,6,31/10/2021,12685_USA
571931,21232,1,31/10/2021,NA_USA
571931,20719,6,31/10/2021,NA_USA
571940,23323,6,01/11/2021,15301_USA
572028,20719,10,01/11/2021,15296_USA
572086,23376,24,01/11/2021,13897_USA
572133,23077,60,02/11/2021,12407_USA
572192,22633,1,02/11/2021,18118_USA
572194,85034B,1,02/11/2021,17832_USA
572215,23175,4,02/11/2021,12646_USA
572224,23323,6,02/11/2021,16558_USA
572229,23376,24,02/11/2021,14329_USA
572243,21340,1,02/11/2021,17361_USA
572284,22619,3,04/11/2021,16744_USA
572294,23077,20,04/11/2021,13471_USA
572303,21340,1,04/11/2021,18109_USA
572309,22637,2,04/11/2021,14432_USA
572475,23323,2,05/11/2021,15271_USA
572520,85034B,24,05/11/2021,13165_USA
572540,84997a,1,05/11/2021,NA_USA
572540,23424,1,05/11/2021,NA_USA
572540,22663,3,05/11/2021,NA_USA
572540,22619,1,05/11/2021,NA_USA
572544,22619,2,05/11/2021,16023_USA
572549,20719,2,05/11/2021,NA_USA
572549,46776B,1,05/11/2021,NA_USA
572550,23435,1,05/11/2021,NA_USA
572550,84536B,1,05/11/2021,NA_USA
572553,23009,1,05/11/2021,NA_USA
572567,84997A,4,06/11/2021,12398_USA
572567,23077,20,06/11/2021,12398_USA
572650,22693,48,06/11/2021,15506_USA
572662,21135,8,06/11/2021,15443_USA
572673,23077,20,06/11/2021,13309_USA
572677,84536B,17,06/11/2021,17596_USA
572741,22141,6,06/11/2021,14341_USA
572741,22633,12,06/11/2021,14341_USA
572743,22693,24,06/11/2021,14482_USA
572769,22633,24,07/11/2021,14051_USA
572830,82486,2,07/11/2021,16208_USA
572847,20996,5,07/11/2021,14606_USA
572865,46000R,4,07/11/2021,17841_USA
572897,22677,1,07/11/2021,NA_USA
572897,22663,2,07/11/2021,NA_USA
573019,22693,24,08/11/2021,15145_USA
573123,22619,4,08/11/2021,13654_USA
573130,23242,8,08/11/2021,13969_USA
573137,23435,4,08/11/2021,NA_USA
573137,22633,2,08/11/2021,NA_USA
573152,22641,15,08/11/2021,17530_USA
573166,82486,8,09/11/2021,13089_USA
573175,22633,12,09/11/2021,15096_USA
573183,46138B,2,09/11/2021,15028_USA
573248,22633,2,09/11/2021,14498_USA
573265,23323,6,09/11/2021,16150_USA
573274,20719,19,09/11/2021,NA_USA
573289,20719,10,09/11/2021,12705_USA
573329,22637,3,11/11/2021,14810_USA
573333,22633,12,11/11/2021,12483_USA
573338,82486,1,11/11/2021,14546_USA
573347,23323,2,11/11/2021,13137_USA
573362,21340,1,11/11/2021,12597_USA
573373,22633,4,11/11/2021,14684_USA
573384,82486,2,11/11/2021,15478_USA
573391,23240,6,11/11/2021,14911_USA
573406,20719,10,11/11/2021,14112_USA
